iter	MultiClassOneVsAll
247	-0.05384898738
248	-0.0536618893
249	-0.05357314074
250	-0.0535025314
251	-0.05340769619
252	-0.05325141886
253	-0.05306210675
254	-0.05300997318
255	-0.05291976438
256	-0.05279948162
257	-0.05265318843
258	-0.0524693258
259	-0.05237875418
260	-0.05228505305
261	-0.05217714548
262	-0.05212954419
263	-0.05206627566
264	-0.05201002948
265	-0.05186708161
266	-0.05178745434
267	-0.05173428838
268	-0.05150180807
269	-0.05127380751
270	-0.05119357199
271	-0.05105310941
272	-0.05099258369
273	-0.05094643702
274	-0.05081938674
275	-0.05068740885
276	-0.0505511205
277	-0.05047926782
278	-0.05041827527
279	-0.05037195505
280	-0.05027655558
281	-0.05017588435
282	-0.05004732675
283	-0.05000322056
284	-0.04994836026
285	-0.04987956042
286	-0.04975149802
287	-0.04969212917
288	-0.04952886207
289	-0.04931607566
290	-0.04927214578
291	-0.0492062483
292	-0.04916737929
293	-0.04912257236
294	-0.04904763473
295	-0.04897936971
296	-0.04893736789
297	-0.04884458969
298	-0.04863725292
299	-0.04855855436
300	-0.04851495175
301	-0.04847212565
302	-0.04842153436
303	-0.04832444366
304	-0.04825663228
305	-0.04816893573
306	-0.04801297776
307	-0.04796198397
308	-0.04784574304
309	-0.04769325349
310	-0.04757806496
311	-0.04749329368
312	-0.04745658969
313	-0.04730109537
314	-0.04726490991
315	-0.04718047686
316	-0.04709453895
317	-0.04694337679
318	-0.0469073637
319	-0.04671617757
320	-0.04668048322
321	-0.04661596528
322	-0.04657083696
323	-0.04653394282
324	-0.0464522744
325	-0.04634866099
326	-0.04626318037
327	-0.04619881424
328	-0.04605218236
329	-0.0459928318
330	-0.04594615817
331	-0.04588917426
332	-0.04574031719
333	-0.04568245239
334	-0.04564557998
335	-0.04558282295
336	-0.04554676603
337	-0.04546874331
338	-0.0454345249
339	-0.04540171189
340	-0.04534422477
341	-0.04530358182
342	-0.04526203236
343	-0.04518273293
344	-0.04515361929
345	-0.04507367586
346	-0.04492916142
347	-0.04490142699
348	-0.04485218139
349	-0.04482294803
350	-0.04474675537
351	-0.04470806723
352	-0.04460540225
353	-0.04450417519
354	-0.04447528364
355	-0.04444669149
356	-0.04426412669
357	-0.04422597887
358	-0.04418794711
359	-0.04415258969
360	-0.04412453965
361	-0.04399097253
362	-0.04388637908
363	-0.04386240642
364	-0.04383670889
365	-0.04373765348
366	-0.04371320443
367	-0.04361035823
368	-0.04355964588
369	-0.04353191654
370	-0.04349601839
371	-0.04347236355
372	-0.04337658273
373	-0.04324486844
374	-0.04319520487
375	-0.04317210586
376	-0.04310622622
377	-0.04300820067
378	-0.04295850455
379	-0.04293488361
380	-0.04290191705
381	-0.0427731931
382	-0.0426451799
383	-0.04261148638
384	-0.04254351948
385	-0.0424973071
386	-0.04247652753
387	-0.04245502415
388	-0.04243508359
389	-0.04240313671
390	-0.04235534911
391	-0.04218660244
392	-0.04212191478
393	-0.042101399
394	-0.04206886669
395	-0.04203802801
396	-0.04201879097
397	-0.04197569546
398	-0.04191204389
399	-0.04182217804
400	-0.0417783632
401	-0.04173569923
402	-0.04170435192
403	-0.04167642577
404	-0.04150988176
405	-0.04145040582
406	-0.04143263544
407	-0.04134979716
408	-0.04132110753
409	-0.04123188987
410	-0.04114585353
411	-0.0411024038
412	-0.0409420045
413	-0.04092397816
414	-0.04076479144
415	-0.04068060976
416	-0.0405667466
417	-0.04052619028
418	-0.0404444156
419	-0.04042647648
420	-0.04030917302
421	-0.04026866645
422	-0.04025093289
423	-0.0402328767
424	-0.04011900098
425	-0.04007817036
426	-0.04005243571
427	-0.03996838112
428	-0.03992996456
429	-0.03989237099
430	-0.03987734112
431	-0.0398173066
432	-0.0397933173
433	-0.03976737211
434	-0.03972930825
435	-0.0396502317
436	-0.03961346527
437	-0.03946267255
438	-0.03944579094
439	-0.0393651272
440	-0.03925559806
441	-0.039217283
442	-0.03910896976
443	-0.03905499826
444	-0.03903131577
445	-0.03901563143
446	-0.03890674983
447	-0.03886882529
448	-0.0388446684
449	-0.03882136357
450	-0.0387988683
451	-0.03877627143
452	-0.03876274571
453	-0.03874933219
454	-0.03867200948
455	-0.03852449801
456	-0.03850220077
457	-0.03844684198
458	-0.03841248617
459	-0.03839051109
460	-0.03837618752
461	-0.03836141307
462	-0.03825918128
463	-0.0382449015
464	-0.03810107994
465	-0.03805399945
466	-0.03800106073
467	-0.03789739427
468	-0.03779508418
469	-0.03776131868
470	-0.03772706134
471	-0.03770615649
472	-0.03768592083
473	-0.03766492605
474	-0.03765240351
475	-0.03763236635
476	-0.03761965296
477	-0.0375997025
478	-0.03758705917
479	-0.03753892871
480	-0.03752684773
481	-0.0373921653
482	-0.0373186169
483	-0.03727012374
484	-0.03725038551
485	-0.03720385942
486	-0.03713263879
487	-0.03710222595
488	-0.03707055754
489	-0.03705067882
490	-0.03700381735
491	-0.03695672708
492	-0.03692461098
493	-0.03691176687
494	-0.03686779899
495	-0.03680008646
496	-0.03673358871
497	-0.03668804837
498	-0.03659728369
499	-0.03656889175
500	-0.0364734509
501	-0.03634152518
502	-0.03624711696
503	-0.03621670618
504	-0.03612588101
505	-0.03603260286
506	-0.03602114436
507	-0.03597775875
508	-0.03584973312
509	-0.03583319086
510	-0.03579199294
511	-0.03572674829
512	-0.03569759929
513	-0.03560599528
514	-0.03557600152
515	-0.0355581242
516	-0.0355473841
517	-0.03553771808
518	-0.03551284194
519	-0.03538665055
520	-0.03534548344
521	-0.03525736536
522	-0.0352480376
523	-0.03518975529
524	-0.03510627966
525	-0.0350213452
526	-0.03499394232
527	-0.03487231755
528	-0.03484610401
529	-0.0347627507
530	-0.03467709762
531	-0.03465900986
532	-0.03464708334
533	-0.03460825511
534	-0.03459840568
535	-0.03455557389
536	-0.03453124779
537	-0.03444684119
538	-0.03442127082
539	-0.03438209327
540	-0.03430238995
541	-0.03426389534
542	-0.03424829062
543	-0.03421010159
544	-0.03409532939
545	-0.03406980764
546	-0.03406063591
547	-0.03404598811
548	-0.03400585502
549	-0.03399628247
550	-0.03394259822
551	-0.03393204555
552	-0.03384890915
553	-0.03383352234
554	-0.03380847961
555	-0.03379338899
556	-0.03375610266
557	-0.03371911273
558	-0.03370948349
559	-0.03363023387
560	-0.03357379927
561	-0.03356317506
562	-0.03350838592
563	-0.0334554562
564	-0.03337412153
565	-0.03333990371
566	-0.03333004781
567	-0.03332220114
568	-0.03324105475
569	-0.03318433306
570	-0.03317614671
571	-0.03315329556
572	-0.03311645456
573	-0.03310255296
574	-0.03308942467
575	-0.03298034085
576	-0.03287621005
577	-0.0328674177
578	-0.03276247497
579	-0.03275333751
580	-0.03273236154
581	-0.03269653736
582	-0.03267328657
583	-0.03266536313
584	-0.03265658103
585	-0.03258216981
586	-0.03253254486
587	-0.03249858539
588	-0.0324909842
589	-0.03246836619
590	-0.03246065387
591	-0.03235631219
592	-0.03233424084
593	-0.03232664391
594	-0.03231337814
595	-0.03230012395
596	-0.03228012189
597	-0.03224640871
598	-0.0321970256
599	-0.03218952681
600	-0.0321384592
601	-0.03206908455
602	-0.03196438088
603	-0.03189507569
604	-0.03184460164
605	-0.03177335369
606	-0.03175184998
607	-0.03173869403
608	-0.03172441877
609	-0.03169307966
610	-0.03168563408
611	-0.03161708179
612	-0.03160407145
613	-0.03159658718
614	-0.03149611631
615	-0.0314758716
616	-0.03146854377
617	-0.03146083862
618	-0.03144909036
619	-0.03138031294
620	-0.03135050124
621	-0.03133947775
622	-0.03133229579
623	-0.03123388555
624	-0.03120264552
625	-0.03119142686
626	-0.03117923399
627	-0.03113610028
628	-0.03106993505
629	-0.03106402192
630	-0.03105243354
631	-0.0309552927
632	-0.03089001873
633	-0.0308436907
634	-0.03075236399
635	-0.03074577628
636	-0.0307184091
637	-0.03069944682
638	-0.03062945407
639	-0.03060246308
640	-0.03057309221
641	-0.03055539477
642	-0.03054888558
643	-0.03054252887
644	-0.03053663745
645	-0.03053025783
646	-0.03052383057
647	-0.03051212031
648	-0.03050624538
649	-0.03041581412
650	-0.03038700748
651	-0.03034205292
652	-0.03033067742
653	-0.03032483913
654	-0.03029770432
655	-0.03026857777
656	-0.03025046681
657	-0.03018384922
658	-0.03017763461
659	-0.03017189545
660	-0.03010793312
661	-0.03008947012
662	-0.02999800638
663	-0.02997126729
664	-0.02988252495
665	-0.02986579875
666	-0.02977789862
667	-0.02971340261
668	-0.02970689097
669	-0.029679069
670	-0.02967285351
671	-0.02958734803
672	-0.02954469166
673	-0.02951903326
674	-0.0294792607
675	-0.02944053317
676	-0.02942448986
677	-0.0294179246
678	-0.02941152411
679	-0.02940258677
680	-0.0293776916
681	-0.02936846905
682	-0.02934215948
683	-0.0293261197
684	-0.02924044215
685	-0.02923049654
686	-0.02920429499
687	-0.02917877691
688	-0.02914035162
689	-0.02913542607
690	-0.02909587341
691	-0.02908043414
692	-0.02905433366
693	-0.02902784243
694	-0.02898934678
695	-0.02898354521
696	-0.02892544083
697	-0.02884459368
698	-0.02881918682
699	-0.02873888587
700	-0.0287232401
701	-0.02864219643
702	-0.02863369198
703	-0.02862540116
704	-0.02856993421
705	-0.02853457289
706	-0.02850362053
707	-0.02844741406
708	-0.02840982438
709	-0.02840178154
710	-0.0283927243
711	-0.02835505331
712	-0.0283502041
713	-0.02834499236
714	-0.0283218554
715	-0.02826630877
716	-0.02825806613
717	-0.02824999868
718	-0.02822536012
719	-0.02816895615
720	-0.02811230126
721	-0.02807499644
722	-0.02806986251
723	-0.02805605035
724	-0.02803421529
725	-0.02801185188
726	-0.02799801134
727	-0.02797432236
728	-0.027952285
729	-0.02793886088
730	-0.02792551838
731	-0.02791231803
732	-0.02790742258
733	-0.0279018588
734	-0.02784835788
735	-0.02782618273
736	-0.02782164317
737	-0.02780813147
738	-0.02775603815
739	-0.02770125303
740	-0.02766523624
741	-0.02765228892
742	-0.02757728285
743	-0.02754363545
744	-0.02753878673
745	-0.02750476339
746	-0.02749301729
747	-0.02745945337
748	-0.02743756279
749	-0.02736336646
750	-0.02731580873
751	-0.02726443035
752	-0.02725991869
753	-0.02720983471
754	-0.02719688695
755	-0.02716553286
756	-0.02715883996
757	-0.02715417224
758	-0.02712048164
759	-0.02704998551
760	-0.02702010517
761	-0.02698733447
762	-0.02695492011
763	-0.02692230716
764	-0.02691539275
765	-0.02690401926
766	-0.02689137166
767	-0.02685946169
768	-0.02684688057
769	-0.02684233979
770	-0.02683829599
771	-0.02679132384
772	-0.0267422583
773	-0.02673800899
774	-0.02671889793
775	-0.02664989286
776	-0.02661826786
777	-0.0265992339
778	-0.02656826091
779	-0.02656434875
780	-0.02653394702
781	-0.02651536782
782	-0.02651132977
783	-0.02650711003
784	-0.02649551857
785	-0.02647383969
786	-0.02644359499
787	-0.02643952885
788	-0.02643550161
789	-0.02639137631
790	-0.02636035848
791	-0.02631266944
792	-0.02630672149
793	-0.0262770311
794	-0.02627292379
795	-0.02624080744
796	-0.02619625957
797	-0.02615076256
798	-0.02614672669
799	-0.02610178609
800	-0.02605673643
801	-0.02603938543
802	-0.02597429019
803	-0.02596485982
804	-0.0259349572
805	-0.02591539869
806	-0.02590864952
807	-0.02586435093
808	-0.02586114162
809	-0.0258505332
810	-0.02584722488
811	-0.02578267439
812	-0.02575483963
813	-0.02568826036
814	-0.02564400515
815	-0.02564005354
816	-0.02563567263
817	-0.02562519016
818	-0.02562155484
819	-0.02557774017
820	-0.02554786854
821	-0.02548441152
822	-0.02547796263
823	-0.02541425858
824	-0.02539734668
825	-0.0253868194
826	-0.02538296096
827	-0.02532017585
828	-0.02530232212
829	-0.02529859792
830	-0.02529298446
831	-0.02524948625
832	-0.02523235854
833	-0.02522269582
834	-0.02517959172
835	-0.02515311488
836	-0.0251477638
837	-0.02512110794
838	-0.02509598718
839	-0.02507962227
840	-0.02506894214
841	-0.02504320824
842	-0.02500269349
843	-0.02499355642
844	-0.02497674218
845	-0.02496226757
846	-0.02495855297
847	-0.0249490447
848	-0.02493220192
849	-0.02489267431
850	-0.02486425348
851	-0.024849467
852	-0.02483509866
853	-0.02481941264
854	-0.02481562558
855	-0.02479911419
856	-0.02475784141
857	-0.02475480144
858	-0.02472226746
859	-0.02471874783
860	-0.02469252041
861	-0.02468691787
862	-0.02462769817
863	-0.02456656613
864	-0.02450915853
865	-0.02449385784
866	-0.0244360332
867	-0.02443302712
868	-0.0244247673
869	-0.02441026918
870	-0.02440666746
871	-0.02438278457
872	-0.02437453081
873	-0.0243492174
874	-0.02433439407
875	-0.024318568
876	-0.02431484034
877	-0.02425890377
878	-0.02423438015
879	-0.0242180992
880	-0.0241608585
881	-0.024122063
882	-0.0240850184
883	-0.02406143059
884	-0.02400636201
885	-0.02395081389
886	-0.02393543375
887	-0.02391282605
888	-0.02390744968
889	-0.02388165283
890	-0.02384811198
891	-0.02379602983
892	-0.02378659704
893	-0.02378191835
894	-0.02372918216
895	-0.02367587747
896	-0.02362245284
897	-0.02356946022
898	-0.02355532057
899	-0.02352162398
900	-0.02347091411
901	-0.02341447138
902	-0.02336385062
903	-0.02331377432
904	-0.02326058623
905	-0.02324026068
906	-0.0232369152
907	-0.02318554077
908	-0.02317150301
909	-0.02316326862
910	-0.02314992981
911	-0.02314423187
912	-0.0231321621
913	-0.0230829661
914	-0.0230610116
915	-0.02300882902
916	-0.02297625527
917	-0.022955774
918	-0.02293524464
919	-0.02292681073
920	-0.02291876108
921	-0.02289738919
922	-0.02289312988
923	-0.02287985608
924	-0.022833002
925	-0.02281924335
926	-0.02277054075
927	-0.02276651233
928	-0.02274593119
929	-0.02271469003
930	-0.02266893052
931	-0.02266133474
932	-0.02261213554
933	-0.02259186315
934	-0.02257992813
935	-0.02254698811
936	-0.02249995725
937	-0.0224968436
938	-0.02248415916
939	-0.02245094416
940	-0.02242108218
941	-0.02237167246
942	-0.02235200601
943	-0.02230449728
944	-0.02228455787
945	-0.02228119517
946	-0.02224998232
947	-0.02222911799
948	-0.02221563232
949	-0.02219507564
950	-0.0221920348
951	-0.02214388849
952	-0.02213682447
953	-0.0221166989
954	-0.02207321484
955	-0.02204403831
956	-0.0220120603
957	-0.02200539117
958	-0.02196057301
959	-0.0219564799
960	-0.02192817216
961	-0.02188119067
962	-0.02186092414
963	-0.02183092938
964	-0.02181221204
965	-0.02180035357
966	-0.02179737749
967	-0.0217661241
968	-0.02174613963
969	-0.0217273651
970	-0.02171644791
971	-0.02171357149
972	-0.02170942276
973	-0.02166450224
974	-0.02162278761
975	-0.02160488782
976	-0.02156099371
977	-0.02155687922
978	-0.02151060183
979	-0.02150003703
980	-0.0214829631
981	-0.02145356957
982	-0.021436016
983	-0.02140681282
984	-0.02140041343
985	-0.02138117002
986	-0.02137408798
987	-0.02135637087
988	-0.02133770514
989	-0.02129437241
990	-0.02125409895
991	-0.02124940238
992	-0.02123200799
993	-0.02119026524
994	-0.02114983206
995	-0.0211103056
996	-0.02108193063
997	-0.02104225588
998	-0.02103635891
999	-0.02101142032
